Name,License number,Address,Start of validity,End of validity,latitude,longitude,scrape_status,maps_place,maps_url
AC TRAFIK Bt.,DKE1700000046,"1137 Budapest, Radnóti Miklós utca 38.",2025.01.09,2033.06.30,47.5161549,19.0496158,ok,"Budapest, Radnóti Miklós u. 38, 1137 Hungary","https://www.google.com/maps/place/Budapest,+Radn%C3%B3ti+Mikl%C3%B3s+u.+38,+1137+Hungary/@47.5161549,19.0496158,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc0896dd332b:0x78bf8194f4e73b7!8m2!3d47.5161549!4d19.0496158!16s%2Fg%2F11rg5wsqgw?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
AG TRAFIK Bt.,DKE1600000047,"1065 Budapest, Podmaniczky utca 2.",2022.01.24,2033.06.30,47.5073375,19.0554636,ok,"Budapest, Podmaniczky u. 2, 1065 Hungary","https://www.google.com/maps/place/Budapest,+Podmaniczky+u.+2,+1065+Hungary/@47.5073375,19.0554636,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc12bf99392f:0x6d9f51865eab242d!8m2!3d47.5073375!4d19.0554636!16s%2Fg%2F11z4d1c3_v?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
AG TRAFIK Bt.,DKE1600000054,"1156 Budapest, Páskomliget utca 49.",2022.01.24,2033.06.30,47.5474249,19.1355237,ok,"Budapest, Páskomliget utca 49, 1156 Hungary","https://www.google.com/maps/place/Budapest,+P%C3%A1skomliget+utca+49,+1156+Hungary/@47.5474249,19.1355237,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dae239853403:0x6652fabbc506cd6b!8m2!3d47.5474249!4d19.1355237!16s%2Fg%2F11npd71pg0?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
AG TRAFIK Bt.,DKE1600000087,"1086 Budapest, Diószeghy Sámuel utca 15.",2022.01.24,2033.06.30,47.4863694,19.0887357,ok,"Budapest, Diószegi Sámuel utca 15, 1089 Hungary","https://www.google.com/maps/place/Budapest,+Di%C3%B3szegi+S%C3%A1muel+utca+15,+1089+Hungary/@47.4863694,19.0887357,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dcee150da171:0xbed2e4f7a05dea!8m2!3d47.4863694!4d19.0887357!16s%2Fg%2F11hf81_4c9?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
AG TRAFIK Bt.,DKE1700000041,"1044 Budapest, Megyeri út 12. fszt. 9.",2022.01.24,2033.06.30,47.5782308,19.0859621,ok,Hotel Karin Apartman,"https://www.google.com/maps/place/Hotel+Karin+Apartman/@47.5782308,19.0859621,17z/data=!3m1!4b1!4m6!3m5!1s0x4741da191452eecd:0xcb759f73309081e2!8m2!3d47.5782308!4d19.0859621!16s%2Fg%2F11c7v_q1wz?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
AG TRAFIK Bt.,DKE1700000044,"1133 Budapest, Gogol utca 23.",2022.01.24,2033.06.30,47.5198139,19.059405,ok,"Budapest, Gogol u. 23, 1133 Hungary","https://www.google.com/maps/place/Budapest,+Gogol+u.+23,+1133+Hungary/@47.5198139,19.059405,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dbf5dad406af:0x6198c5fa09043484!8m2!3d47.5198139!4d19.059405!16s%2Fg%2F11nnkz5n40?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Albert Kinga,DKE1010000178,"1119 Budapest,
 Etele 65. fszt. 4.",2019.01.25,2033.06.30,47.4646854,19.0274825,ok,ProShooting Ltd. Hunting and Shooting Gun Shop,"https://www.google.com/maps/place/ProShooting+Ltd.+Hunting+and+Shooting+Gun+Shop/@47.4646854,19.0274825,17z/data=!3m1!4b1!4m6!3m5!1s0x476a6e9ed5b02c1f:0xb4a4bd5269340c03!8m2!3d47.4646854!4d19.0274825!16s%2Fg%2F1tfwnrnp?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Alfa Trafik Bt.,DKE1600000155,"1101 Budapest, Hungária körút 5-7.",2023.02.17,2033.06.30,47.491348,19.1094053,ok,"Budapest, Hungária krt. 5-7, 1101 Hungary","https://www.google.com/maps/place/Budapest,+Hung%C3%A1ria+krt.+5-7,+1101+Hungary/@47.491348,19.1094053,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dcbf015dec73:0x7b86b885c47575fe!8m2!3d47.491348!4d19.1094053!16s%2Fg%2F11c0_tmmr1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Alfa Trafik Bt.,DKE1700000127,"1042 Budapest, Rózsa utca 12.",2023.02.17,2033.06.30,47.5566022,19.0989338,ok,"Budapest, Rózsa u. 12, 1042 Hungary","https://www.google.com/maps/place/Budapest,+R%C3%B3zsa+u.+12,+1042+Hungary/@47.5566022,19.0989338,17z/data=!3m1!4b1!4m6!3m5!1s0x4741da4c071aaaab:0xe214dbb61b1ee25f!8m2!3d47.5566022!4d19.0989338!16s%2Fg%2F11nnklqxw7?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Alfa Trafik Bt.,DKE1700000167,"1134 Budapest, Róbert Károly körút 38.",2023.02.17,2033.06.30,47.5312613,19.0695304,ok,"Budapest, Róbert Károly körút 38, 1134 Hungary","https://www.google.com/maps/place/Budapest,+R%C3%B3bert+K%C3%A1roly+k%C3%B6r%C3%BAt+38,+1134+Hungary/@47.5312613,19.0695304,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dbec7bf3ffd9:0x97ec76d481beb459!8m2!3d47.5312613!4d19.0695304!16s%2Fg%2F11c5m7ksx7?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Almásháza ABC Kereskedelmi és Szolgáltató Bt.,DKE1600000024,1172 Budapest 17. ker. Almásháza utca 2.,2013.07.01,2033.06.30,47.4990583,19.269563,ok,"Budapest, Almásháza u. 2, 1172 Hungary","https://www.google.com/maps/place/Budapest,+Alm%C3%A1sh%C3%A1za+u.+2,+1172+Hungary/@47.4990583,19.269563,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c6a3b1c2e4d9:0x1ca7b5a6641e45a3!8m2!3d47.4990583!4d19.269563!16s%2Fg%2F11rp4414tl?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Ambrus Ágnes Réka,DKE1600000009,1173 Budapest 17. ker. Borsó utca 64/B.,2013.07.01,2033.06.30,47.4797,19.2328,no_place,,"https://www.google.com/maps/search/1173+Budapest+17.+ker.+Bors%C3%B3+utca+64%2FB./@47.4798394,19.2336574,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Andaro Bt,DKE1010000169,1118 Budapest 11. ker. Torbágy utca 7/A.,2013.07.01,2033.06.30,47.4694405,18.9972048,ok,"Budapest, Torbágy u. 7, 1118 Hungary","https://www.google.com/maps/place/Budapest,+Torb%C3%A1gy+u.+7,+1118+Hungary/@47.4694405,18.9972048,17z/data=!3m1!4b1!4m6!3m5!1s0x4741de74fb5382b7:0xea5dbfecbf901aac!8m2!3d47.4694405!4d18.9972048!16s%2Fg%2F11c25csf12?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Annamari Trafik Bt.,DKE1010000217,"1196 Budapest, Nádasdy utca 115.",2026.01.26,2033.06.30,47.4424445,19.1403714,ok,"Budapest, Nádasdy u. 115, 1196 Hungary","https://www.google.com/maps/place/Budapest,+N%C3%A1dasdy+u.+115,+1196+Hungary/@47.4424445,19.1403714,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c293375046a1:0x8aaf09983a593a3c!8m2!3d47.4424445!4d19.1403714!16s%2Fg%2F11pw3kbwt6?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Annamari Trafik Bt.,DKE1010000223,"1195 Budapest, Batthyány utca 3.",2026.01.26,2033.06.30,47.4551929,19.1467106,ok,"Budapest, Batthyány u. 3, 1195 Hungary","https://www.google.com/maps/place/Budapest,+Batthy%C3%A1ny+u.+3,+1195+Hungary/@47.4551929,19.1467106,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c2e68317b98d:0xbae7a7a364a23107!8m2!3d47.4551929!4d19.1467106!16s%2Fg%2F11j6zkrl1x?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Annamari Trafik Bt.,DKE1600000199,"1147 Budapest, Csömöri utca Bosnyák téri vásárcsarnok 9-11.",2026.01.26,2033.06.30,47.520901,19.1143879,ok,Bosnyák Téri Vásárcsarnok,"https://www.google.com/maps/place/Bosny%C3%A1k+T%C3%A9ri+V%C3%A1s%C3%A1rcsarnok/@47.520901,19.1143879,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db6fa947cd2f:0xaa26377761831385!8m2!3d47.520901!4d19.1143879!16s%2Fg%2F1q5bmns8r?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Arany Pipafüst Bt.,DKE1010000143,"1113 Budapest, Karolina út 17.",2026.04.02,2033.06.30,47.4818829,19.0297425,ok,"Budapest, Karolina út 17, 1113 Hungary","https://www.google.com/maps/place/Budapest,+Karolina+%C3%BAt+17,+1113+Hungary/@47.4818829,19.0297425,17z/data=!3m1!4b1!4m6!3m5!1s0x4741ddccc8b91eb1:0xa7bb80718c3cbcf0!8m2!3d47.4818829!4d19.0297425!16s%2Fg%2F11jn4d5k73?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Arany Pipafüst Bt.,DKE1010000321,"1111 Budapest, Budafoki út 57/b.",2026.04.02,2033.06.30,47.476467,19.0531238,no_place,,"https://www.google.com/maps/search/1111+Budapest,+Budafoki+%C3%BAt+57%2Fb./@47.476681,19.0531918,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Arany Pipafüst Bt.,DKE1700000061,"1033 Budapest, Köles utca 1.",2026.04.02,2033.06.30,47.5569477,19.0446339,ok,"Budapest, Köles u. 1, 1033 Hungary","https://www.google.com/maps/place/Budapest,+K%C3%B6les+u.+1,+1033+Hungary/@47.5569477,19.0446339,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d9773a23814f:0xfcb6c3ee22c7b0a5!8m2!3d47.5569477!4d19.0446339!16s%2Fg%2F11sf1dhl6s?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
ASR Bt.,DKE1010000144,1214 Budapest 21. ker. Szent László utca 3.,2013.07.01,2033.06.30,47.4146223,19.0694441,ok,"Budapest, Szent László u. 3, 1214 Hungary","https://www.google.com/maps/place/Budapest,+Szent+L%C3%A1szl%C3%B3+u.+3,+1214+Hungary/@47.4146223,19.0694441,17z/data=!3m1!4b1!4m6!3m5!1s0x4741e7dd627f07c5:0xe8460329d98478c8!8m2!3d47.4146223!4d19.0694441!16s%2Fg%2F11vl39gfn8?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Baár György,DKE1600000031,"1161 Budapest, Pálya utca 129.",2022.10.13,2033.06.30,47.5259789,19.1486761,ok,"Budapest, Pálya u. 129, 1161 Hungary","https://www.google.com/maps/place/Budapest,+P%C3%A1lya+u.+129,+1161+Hungary/@47.5259789,19.1486761,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db36fba300e3:0xaaa4b5e519eebd79!8m2!3d47.5259789!4d19.1486761!16s%2Fg%2F11rg5xq2q0?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Badacsonyi Zoltán,DKE1600000030,1158 Budapest 15. ker. Sztárai Mihály tér 4.,2013.07.01,2033.06.30,47.539587,19.1293586,ok,"Budapest, Sztárai Mihály tér 4, 1158 Hungary","https://www.google.com/maps/place/Budapest,+Szt%C3%A1rai+Mih%C3%A1ly+t%C3%A9r+4,+1158+Hungary/@47.539587,19.1293586,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db1bb71be7a9:0x1be512bd19829742!8m2!3d47.539587!4d19.1293586!16s%2Fg%2F11j6zl9qhn?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bagó Centrum Bt,DKE1700000099,1035 Budapest 03. ker. Vörösvári út 43.,2013.07.01,2033.06.30,47.5459486,19.0338847,ok,"Budapest, Vörösvári út 43, 1035 Hungary","https://www.google.com/maps/place/Budapest,+V%C3%B6r%C3%B6sv%C3%A1ri+%C3%BAt+43,+1035+Hungary/@47.5459486,19.0338847,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d9690d5b9323:0xce3fba99a6dd4462!8m2!3d47.5459486!4d19.0338847!16s%2Fg%2F11c25dtzmm?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bagó Trafik Bt.,DKE1600000126,1076 Budapest 07. ker. Thököly út 2.,2013.07.01,2033.06.30,47.5013024,19.0824576,ok,"Budapest, Thököly út 2, 1076 Hungary","https://www.google.com/maps/place/Budapest,+Th%C3%B6k%C3%B6ly+%C3%BAt+2,+1076+Hungary/@47.5013024,19.0824576,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc6280c98e8f:0xf30e6000428d492c!8m2!3d47.5013024!4d19.0824576!16s%2Fg%2F11hf7zh034?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bagó Trafik Bt.,DKE1600000145,1144 Budapest 14. ker. Csertő utca 5-7.,2013.07.01,2033.06.30,47.5130487,19.146891,ok,"Budapest, Csertő u. 5-7, 1144 Hungary","https://www.google.com/maps/place/Budapest,+Csert%C5%91+u.+5-7,+1144+Hungary/@47.5130487,19.146891,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db4d8014808b:0xb97846067b2db241!8m2!3d47.5130487!4d19.146891!16s%2Fg%2F11jn4fhh__?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bagó Trafik Bt.,DKE1700000133,1042 Budapest 04. ker. Király utca 27/2.,2013.07.01,2033.06.30,47.561859,19.0981062,ok,"Budapest, Király u. 27-2, 1041 Hungary","https://www.google.com/maps/place/Budapest,+Kir%C3%A1ly+u.+27-2,+1041+Hungary/@47.561859,19.0981062,17z/data=!3m1!4b1!4m5!3m4!1s0x4741da487bbd9f3f:0x3ce47b21e82fa6d6!8m2!3d47.561859!4d19.0981062?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bagó-Ért Bt,DKE1600000234,1061 Budapest 06. ker. Teréz körút 56.,2013.07.01,2033.06.30,47.509002,19.0576431,ok,"Budapest, Teréz krt. 56, 1066 Hungary","https://www.google.com/maps/place/Budapest,+Ter%C3%A9z+krt.+56,+1066+Hungary/@47.509002,19.0576431,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc0d4ef09c67:0x11a5ffbf07745d20!8m2!3d47.509002!4d19.0576431!16s%2Fg%2F11nnkpqdm0?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bagóra Bt.,DKE1600000279,"1101 Budapest, Üllői út 112.",2024.02.19,2033.06.30,47.4723583,19.109279,ok,"Budapest, Üllői út 112, 1101 Hungary","https://www.google.com/maps/place/Budapest,+%C3%9Cll%C5%91i+%C3%BAt+112,+1101+Hungary/@47.4723583,19.109279,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dcd7143bc207:0xa98bf4e028b2b4c2!8m2!3d47.4723583!4d19.109279!16s%2Fg%2F11jn4dflsg?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bán Trafik Bt.,DKE1010000258,1182 Budapest 18. ker. Reviczky Gy. út 76.,2013.07.01,2033.06.30,,,no_place,,"https://www.google.com/maps/search/1182+Budapest+18.+ker.+Reviczky+Gy.+%C3%BAt+76./@47.4459488,19.164172,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bán Trafik Bt.,DKE1700000138,1047 Budapest 04. ker. Baross utca 88.,2013.07.01,2033.06.30,47.4893073,19.0777787,ok,"Budapest, Baross u 88-04, 1082 Hungary","https://www.google.com/maps/place/Budapest,+Baross+u+88-04,+1082+Hungary/@47.4893073,19.0777787,17z/data=!3m1!4b1!4m5!3m4!1s0x4741dcf67fa9462d:0xa27318fe3a239061!8m2!3d47.4893073!4d19.0777787?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bármikor 71 Bt,DKE1700000123,1032 Budapest 03. ker. Szőlő utca 94.,2013.07.01,2033.06.30,47.5428857,19.0368874,ok,"Budapest, Szőlő u. 94, 1032 Hungary","https://www.google.com/maps/place/Budapest,+Sz%C5%91l%C5%91+u.+94,+1032+Hungary/@47.5428857,19.0368874,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d968087e1361:0x7090ba0d1d5ba3f8!8m2!3d47.5428857!4d19.0368874!16s%2Fg%2F11y0sgpz67?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bármikor 71 Bt.,DKE1700000223,"1036 Budapest, Fényes Adolf utca 21-23.",2025.11.27,2033.06.30,47.5355295,19.0417445,ok,"Budapest, Fényes Adolf u. 21, 1036 Hungary","https://www.google.com/maps/place/Budapest,+F%C3%A9nyes+Adolf+u.+21,+1036+Hungary/@47.5355295,19.0417445,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d959390a8f71:0xd5fefc13c2e96d37!8m2!3d47.5355295!4d19.0417445!16s%2Fg%2F11fwhmb1wk?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Barna István,DKE1600000040,"1163 Budapest, Veres Péter út 43.",2025.11.06,2033.06.30,47.5087501,19.1792531,ok,"Budapest, Veres Péter út 43, 1163 Hungary","https://www.google.com/maps/place/Budapest,+Veres+P%C3%A9ter+%C3%BAt+43,+1163+Hungary/@47.5087501,19.1792531,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c4979612cfdd:0xf38ee5c6668d031d!8m2!3d47.5087501!4d19.1792531!16s%2Fg%2F11c5fsm5wj?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Beba Trafik Bt,DKE1600000314,1162 Budapest 16. ker. Szlovák út hrsz. 114749,2014.06.17,2034.04.07,,,no_place,,"https://www.google.com/maps/search/1162+Budapest+16.+ker.+Szlov%C3%A1k+%C3%BAt+hrsz.+114749/@47.5309175,19.1958978,16z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bedko Ker. és Szolg. Bt,DKE1600000014,1172 Budapest 17. ker. Ferihegyi út 39,2013.07.01,2033.06.30,47.4875526,19.2589112,ok,"Budapest, Ferihegyi út 39, 1172 Hungary","https://www.google.com/maps/place/Budapest,+Ferihegyi+%C3%BAt+39,+1172+Hungary/@47.4875526,19.2589112,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c6ac75345323:0xa49120ef51363ff9!8m2!3d47.4875526!4d19.2589112!16s%2Fg%2F11y69qtjb2?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Béke-Trafik Bt.,DKE1700000052,1131 Budapest 13. ker. Béke út 69/F20,2013.07.01,2033.06.30,47.5397524,19.0861722,ok,"Budapest, Béke u. 69-f20, 1131 Hungary","https://www.google.com/maps/place/Budapest,+B%C3%A9ke+u.+69-f20,+1131+Hungary/@47.5397524,19.0861722,17z/data=!3m1!4b1!4m5!3m4!1s0x4741dbb95b4edf19:0x5b052f7f50fff2fa!8m2!3d47.5397524!4d19.0861722?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bényi Trafik Bt.,DKE1010000242,"1091 Budapest, Üllői út 143.",2023.11.07,2033.06.30,47.4716246,19.108351,ok,"Budapest, Üllői út 143, 1091 Hungary","https://www.google.com/maps/place/Budapest,+%C3%9Cll%C5%91i+%C3%BAt+143,+1091+Hungary/@47.4716246,19.108351,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dcd79c3c42e7:0xcfd2100929058148!8m2!3d47.4716246!4d19.108351!16s%2Fg%2F11vjmv_dm4?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
BERNUS Bt.,DKE1010000009,"1203 Budapest, Kossuth Lajos utca 91.",2022.10.10,2033.06.30,47.4477303,19.1425437,ok,"Budapest, Kossuth Lajos u. 91, 1196 Hungary","https://www.google.com/maps/place/Budapest,+Kossuth+Lajos+u.+91,+1196+Hungary/@47.4477303,19.1425437,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c2ec029b5285:0x86cfe8628b870aab!8m2!3d47.4477303!4d19.1425437!16s%2Fg%2F11jn4f1ck4?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Better Life Bt.,DKE1600000026,"1161 Budapest, Rákosi út 103.",2025.03.11,2033.06.30,47.5201932,19.1654727,ok,"Budapest, Rákosi út 103, 1161 Hungary","https://www.google.com/maps/place/Budapest,+R%C3%A1kosi+%C3%BAt+103,+1161+Hungary/@47.5201932,19.1654727,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c4c9d7c2fc25:0x692cd125b170de20!8m2!3d47.5201932!4d19.1654727!16s%2Fg%2F11j8x3611j?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bident Dohány Bt,DKE1010000198,"1182 Budapest, Gyékény tér 1.",2024.11.15,2033.06.30,47.4311635,19.1952553,ok,"Budapest, Gyékény tér 1, 1182 Hungary","https://www.google.com/maps/place/Budapest,+Gy%C3%A9k%C3%A9ny+t%C3%A9r+1,+1182+Hungary/@47.4311635,19.1952553,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c2179f98e67f:0x94512b4d6505f5dc!8m2!3d47.4311635!4d19.1952553!16s%2Fg%2F11j8x39n8g?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bident Dohány Bt,DKE1010000267,"1181 Budapest, Gilice tér 49.",2024.11.15,2033.06.30,47.4326577,19.1818987,ok,"Budapest, Gilice tér 49, 1181 Hungary","https://www.google.com/maps/place/Budapest,+Gilice+t%C3%A9r+49,+1181+Hungary/@47.4326577,19.1818987,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c26b3b44144f:0xd7fa6b4f5724dcbf!8m2!3d47.4326577!4d19.1818987!16s%2Fg%2F11j34ln32y?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bident Dohány Bt.,DKE1010000196,"1182 Budapest, Üllői út 379-381.",2026.08.06,2033.06.30,47.4459992,19.1706253,ok,"Budapest, Üllői út 379-381, 1181 Hungary","https://www.google.com/maps/place/Budapest,+%C3%9Cll%C5%91i+%C3%BAt+379-381,+1181+Hungary/@47.4459992,19.1706253,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c25a28eeea0f:0x50da75bdecaadc1f!8m2!3d47.4459992!4d19.1706253!16s%2Fg%2F11b8v5nc4s?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bimba Tabak Bt.,DKE1700000168,1135 Budapest 13. ker. Béke út 13-19.,2013.07.01,2033.06.30,47.5329632,19.082072,ok,"Budapest, Béke u. 13-19, 1135 Hungary","https://www.google.com/maps/place/Budapest,+B%C3%A9ke+u.+13-19,+1135+Hungary/@47.5329632,19.082072,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db95dfcc4eed:0x81f8f6d95426c299!8m2!3d47.5329632!4d19.082072!16s%2Fg%2F11s1v1r032?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bimba Tabak Bt.,DKE1700000211,1139 Budapest 13. ker. Balzac utca 8-10,2013.07.01,2033.06.30,47.5148205,19.0575057,ok,"Budapest, Balzac u. 8-10, 1136 Hungary","https://www.google.com/maps/place/Budapest,+Balzac+u.+8-10,+1136+Hungary/@47.5148205,19.0575057,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc0bbc91cd39:0xa218c002a9a8e0ba!8m2!3d47.5148205!4d19.0575057!16s%2Fg%2F11cs7kj94b?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bimba Tabak Bt.,DKE1700000212,"1132 Budapest, Nyugati tér 4.",2013.10.31,2033.06.30,47.5111358,19.0557215,ok,"Budapest, Nyugati tér 4, 1132 Hungary","https://www.google.com/maps/place/Budapest,+Nyugati+t%C3%A9r+4,+1132+Hungary/@47.5111358,19.0557215,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc0dab3bfe21:0xee4d363d00f5ba84!8m2!3d47.5111358!4d19.0557215!16s%2Fg%2F11c2d9vry0?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bodegita Tobacco Bt,DKE1700000075,1132 Budapest 13. ker. Országbíró utca 38-40.,2013.07.01,2033.06.30,47.5313532,19.0818785,ok,"Budapest, Országbíró u. 38-40, 1139 Hungary","https://www.google.com/maps/place/Budapest,+Orsz%C3%A1gb%C3%ADr%C3%B3+u.+38-40,+1139+Hungary/@47.5313532,19.0818785,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db9684d71b15:0x3c1951e53696a6ea!8m2!3d47.5313532!4d19.0818785!16s%2Fg%2F11k517l0ff?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Bodegita Tobacco Bt,DKE1700000085,1135 Budapest 13. ker. Kisgömb utca 14-16.,2013.07.01,2033.06.30,47.525619,19.0832799,ok,"Budapest, Kisgömb u. 14-16, 1135 Hungary","https://www.google.com/maps/place/Budapest,+Kisg%C3%B6mb+u.+14-16,+1135+Hungary/@47.525619,19.0832799,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db906c74cb9b:0xeaf8ea5b9ff869de!8m2!3d47.525619!4d19.0832799!16s%2Fg%2F11c5d1yy8l?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
